collateral_auction_type,collateral_name,collateral_specification,collateral_info,collateral_market_price,invoice_auction_price,invoice_ttd,invoice_num,mrent_price,cc_bill,food_cost,trans_cost,employee_installment_loan,monthly_income,Bonus_income,salary_reduction,add_income,dependents_1,dependents_2,dependents_3,dependents_4,dependents_5,coworker_report,fraud
Kendaraan,motor gede,Suzuki GSX-R 150,Baru,34703092.67232029,97125590.94111887,True,5142.0,1090360,3916549,1146829,507708,3834455,19905678,3525236,1578290.6530012626,0,0,3008001,0,0,2226199,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Baru,28911225.400281783,79846357.75891599,True,2177.0,733155,3241568,1092712,871297,0,15819566,0,995046.9504343863,0,0,1914611,0,2400323,2218690,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,11301345.651710326,21739166.17357321,True,7976.0,1309448,0,1263968,1232069,4027804,24265141,0,1262996.9283997873,4754040,2706437,0,3794055,0,4520833,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Bekas,32582255.965002958,28449678.329347104,True,7170.0,754493,0,941128,827677,0,25879045,2423966,2459534.300437484,15121517,0,0,0,2557010,0,5,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 50 gram,,32582255.965002958,38268449.4798093,True,4471.0,1287832,0,858369,1061368,8880020,16357565,1854014,1400045.4858509058,470202,0,0,0,0,2370114,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,16866740.80821107,19549305.449346688,True,4230.0,1914013,3366131,904110,565164,0,33591300,0,2680547.96735091,0,31068,0,4972969,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,30736826.67628632,31592237.254807796,True,,358565,7622658,1458765,1095081,0,6304958,2212479,570108.1266793564,11809721,1454572,0,47787,0,4742794,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MSI Modern 15,Baru,12433737.280420905,29394532.62209239,True,7397.0,662254,9818924,1155826,1109853,3958493,30299254,3816655,2969300.9874476925,0,4312799,0,191828,0,906819,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,12764483.365007209,19975546.65071865,True,3603.0,1663566,3141191,1306789,939311,0,23649779,0,1354492.2597827283,0,0,0,4487810,1626845,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 125 m2 Batam,Bekas,1274836323.0,1621039366.5753021,True,9649.0,1740591,0,1174925,1080690,2919880,31267257,0,3086692.3533254405,0,0,0,1120049,394287,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14294632.755764296,25186722.243774317,True,2241.0,503207,0,1136952,1442440,0,5810495,0,491899.5485978877,0,1630215,134477,4917590,3700756,0,2,Data tidak mencurigakan dan Karyawan sangat berpotensi melakukan kecurangan
Properti,rumah,Rumah 104 m2 Bandung,Bekas,1392961061.0,2669527070.856015,True,9139.0,233669,2838795,1155803,900188,0,32989422,2875548,2920352.3497161986,1519272,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Lexus ES,Bekas,1878375003.5503204,1251680514.533612,True,6019.0,1239000,6939432,1321724,1086916,0,13930523,4509679,990572.8183584578,0,1030311,0,0,4049215,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Xiaomi 12S Pro,Bekas,13923008.620477287,12224073.013596084,False,1992.0,401198,8045795,1061394,798075,8540668,29197326,4305558,2373954.397748604,0,3126116,0,0,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2095 m2 pinggiran kota Bekasi,,28861509815.0,60857008710.84627,True,4011.0,581938,0,805116,1312189,2105846,7375650,1199073,735081.015181954,0,1049717,0,0,0,2330946,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor sport,Suzuki GSX-R 150,Bekas,29072722.235786617,83201262.7125133,True,3488.0,1171271,5922688,1123934,379515,0,28566922,0,2608042.9746792084,0,4742413,0,1474760,0,1328612,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 175 m2 Makassar,Bekas,1300252966.0,2995602532.2131276,True,5856.0,1572594,6175248,798969,1210012,5745224,17888796,0,975464.482811888,0,0,4094235,0,971417,3050599,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Kawasaki Ninja 250,Baru,45809376.961565815,82304685.67276458,True,6932.0,1969913,0,1325287,1186942,0,21564150,1500619,1179359.6995570725,309696,1956773,0,3393833,267200,1354254,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12234055.020192564,10977435.431019653,True,8751.0,285494,6267602,1146431,408213,8090246,5793637,3215060,351678.8460676211,8496843,0,0,4642331,0,569650,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung emas kuning 22 karat dengan liontin berbentuk hati,,6637604.18934607,16730692.749621628,True,8666.0,664902,6101549,1139973,1341047,9573279,7414379,0,375153.0791656715,16018122,0,0,4968996,1184808,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,mobil mewah,Audi A4,Bekas,1939689611.17547,1212805955.7294362,True,8469.0,1527728,4392797,1237745,798379,2105714,30949576,0,1763992.0104858887,13902971,3746196,0,0,0,2752317,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,22795541.58214505,24812648.683501292,True,2503.0,881310,3177462,1203950,1348702,0,32131303,1460269,1779951.4309344445,0,4875183,384135,801480,1968982,2192289,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,25377293.432150703,21221021.138349257,True,1466.0,1265428,0,951785,608690,0,22590739,3896323,1467539.0808900036,0,519043,0,2188318,1971378,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Dell XPS 13 9320,Bekas,15515814.890232453,27440211.031095926,True,9741.0,1751843,0,998613,369208,4906828,26220844,0,2291677.732719128,6181812,325417,895458,0,0,1110066,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin solitaire emas putih 18 karat dengan berlian 0,3 karat",,7896309.57878073,15830068.902936246,True,2891.0,906088,6766410,1058542,1168124,4975856,13403245,2745110,1142519.7883403678,210052,4707149,0,2661399,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28187872.514769286,80832793.96820113,True,7837.0,1974554,0,750355,571458,0,25365762,0,1899984.6827174134,0,0,0,427145,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Suzuki Smash,Bekas,9876181.604820115,12386091.48979493,True,9053.0,1304990,0,1401196,1025149,0,29510295,0,2053463.9244954262,0,1587256,3544050,0,1888934,3543367,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Yamaha Vixion,Bekas,21425123.94588545,44750272.60774146,True,3682.0,488915,0,1107443,1456697,2716077,22743091,3515253,1543372.6252156103,7499033,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang perak sterling dengan liontin mutiara dan berlian,,1197409.2087097713,3535065.387078874,True,8676.0,873474,0,781842,1283160,0,23371787,3072385,1406841.384934134,0,2962095,3938391,597328,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,1197409.2087097713,3014917.6154138823,True,5663.0,961318,0,787688,1429615,0,10667555,0,654534.302606646,0,3721072,0,3272930,3506584,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,rumah,Apartemen 170 m2 Medan Utara,Baru,876848329.0,2431347192.714664,True,8723.0,1723813,7315755,791899,596700,8835589,27741345,4103269,2671394.788571978,0,4794556,0,0,0,4729551,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 1 gram,,876848329.0,2532537289.129224,True,,1025532,1426325,1307876,1247342,3292377,10087355,0,891116.3571083243,4317160,1573586,0,1480330,341795,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Telepon genggam,Vivo X80,Baru,10282983.675161403,27709114.58561347,True,1367.0,1393790,0,1174406,443259,3536241,8938537,0,723887.0335301413,0,3085484,0,1972031,758566,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Properti,Tanah,4107 m2 perkotaan Surabaya,,68548170990.0,120996463651.88913,True,2321.0,1756636,7727385,1211148,1028497,4171061,28557906,4148638,1733494.7194367375,0,0,0,0,0,4661953,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1336 m2 perkotaan Medan,,15455972912.0,18069204302.446953,True,7585.0,1903623,5758311,800801,1185021,8646808,14363916,3625178,1434059.1940048044,0,0,2131794,0,4515334,1723777,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Bekas,16390070.721046153,24887845.58069538,True,2404.0,1737053,1759792,891582,428791,0,8693009,0,572894.5736846875,6776904,0,2940529,2864394,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Yamaha WR 155 R,Bekas,27052351.006413333,58664151.958456635,True,4578.0,1132879,0,1265241,1219304,0,5909275,0,503111.1903540405,0,4939924,117051,3976726,0,502235,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,anting-anting,Anting-anting mutiara 1 karat with emas putih 18K,,28806754.605486743,38765816.57649089,True,4839.0,1169455,0,1131234,709936,0,32318725,3688950,3129479.716482944,11743922,0,3438556,0,3653161,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,Samsung QLED QN90B,Baru,17857324.094419878,50421102.00613071,True,5518.0,577848,0,1303402,1430621,4754505,5959588,2929013,412230.80999372527,6268926,1539832,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil penumpang,Suzuki Ertiga,Bekas,171567260.85937285,361296080.6983963,True,6602.0,1594546,0,891270,721770,2975040,32584219,3037447,2096163.1422953627,0,0,0,467243,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 0.5 gram,,171567260.85937285,245685320.18660003,True,9197.0,1980372,0,920230,441444,4615499,24255638,0,2289747.2342386832,12923182,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Kawasaki Ninja 250,Baru,48722327.84265657,58475501.732884765,True,2099.0,1424109,5334702,897540,1322568,7902905,29632842,3130383,2091849.5878415524,0,0,0,0,807711,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Baru,34969855.22863531,74889914.03099827,True,7312.0,1440978,0,818765,647179,0,10870010,2180717,552280.4877524372,6706679,1097285,0,2849324,3241694,2240008,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,"Cincin tunangan berlian solitaire 0,25 karat",,6993777.067238198,20644233.88032177,True,4300.0,518288,0,1427562,1389519,2083357,19865430,1095749,1184509.0329306896,0,0,1827945,0,0,4018451,5,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,10846400.081838753,27433905.09121708,True,4294.0,758914,7191972,1206593,471904,8710761,24404020,0,1711316.0798475526,18675487,0,0,1037399,871172,4775833,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Apartemen 264 m2 Yogyakarta,Bekas,510090059.0,1356731217.9554598,True,7823.0,1086461,0,900823,1006367,8175174,6720016,4478401,660428.131002665,0,0,259287,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,emas murni,Emas murni 24 karat 25 gram,,510090059.0,727554866.7023964,True,1559.0,1264275,0,1383973,1118308,3310610,17918098,3858597,1390086.5725130746,0,0,322791,282691,4845924,2477994,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,10589709.725752592,10177716.611777108,True,,1424728,0,795681,1088468,0,19508144,2999771,1598222.8849994468,0,0,0,582873,0,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,mobil mewah,BMW Seri 3,Bekas,2446167127.259371,1715382499.7343233,True,8834.0,982155,1964177,767256,977037,0,7438252,0,426517.8684893389,0,1831242,0,2907601,1602427,660989,0,Data mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin perak sterling dengan batu permata hijau,,823273.7359641041,2150176.5165274446,True,8883.0,344085,6595380,1393096,1283532,0,14901647,1518935,1030382.8638645003,15657671,0,2153986,1148432,1550454,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Bekas,12591886.836669095,26045839.077005915,True,,373164,4113141,1308309,1431286,0,9677301,4529407,727026.2591558871,0,489719,3921200,4780892,0,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Kendaraan,motor sport,Yamaha R15,Baru,42262578.44704815,109913801.156602,True,8483.0,1547447,0,999009,754663,0,12339157,2796419,781035.0065722128,5719634,1196716,2602457,4814384,496869,2802288,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,4429 m2 pedesaan Sidoarjo,,20944395538.0,25025227843.252068,True,3621.0,548984,0,1231081,1054802,0,21929256,1702786,1708115.2248458208,0,608687,1214820,2951221,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Baru,23864993.764143337,53439714.42073453,True,7767.0,1437865,3848245,1068495,1170123,0,31552703,0,2674491.871262148,6866609,0,0,4433069,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,cincin,Cincin kawin emas kuning 22 karat,,5907750.778577886,15109029.75015126,True,5154.0,1846418,8398271,1145062,857048,6824420,21223127,1555305,2110563.5348804016,0,2633252,1742612,753425,0,381864,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Elektronik,laptop,Asus ZenBook 14X OLED,Bekas,16057416.941526016,42447718.014732055,True,7190.0,1821312,6104598,1213967,1017749,9003263,12091548,0,709720.8215645313,0,0,0,129310,1326138,0,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang emas kuning 22K with liontin berbentuk hati dan berlian,,14372024.21552638,18589882.834422678,True,6448.0,1111869,0,799633,675489,8788248,33336123,0,2161848.012209187,2611161,3884601,0,0,3248372,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor gede,Honda CB 150R Streetfire,Bekas,24944273.742822804,61542743.90370177,False,8588.0,437667,7021240,1406068,1265017,7919089,11281480,0,994948.1355321901,0,2687560,2607234,0,786082,2133879,0,Data tidak mencurigakan dan Karyawan berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung liontin mutiara dengan desain jalinan,,7142266.958392208,20200007.505165387,True,,1665676,6073745,1453246,504617,9973457,21352378,3375146,1351370.1757011865,5559934,2657431,0,0,2161299,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,2640 m2 perkotaan Batam,,26683665360.0,53470009052.05698,True,2660.0,1330278,6872314,983928,1025032,0,23925886,0,2163423.6093648872,9309562,0,0,0,2115405,3241407,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,MacBook Air M2,Baru,24083800.374624368,31918696.72304906,True,5084.0,1028969,0,1262608,1275411,3887177,6348070,1166774,527709.2020466499,19660982,0,0,1694567,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan emas putih 18 karat,,11153804.81625638,11717219.250881568,True,3198.0,1552554,4005977,1167157,542681,0,15360992,2940946,973136.486152581,1476561,4356163,64094,4379678,3783751,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,Tanah,1603 m2 pinggiran kota Surabaya Utara,,16193776907.0,33069196802.44436,True,,1506284,4644167,1129036,1248445,0,16549091,0,1300107.913463222,0,2605511,0,0,3193436,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,Televisi,LG OLED C2,Baru,20532665.121060234,28720647.190729074,True,,1454798,0,1203874,395461,3609158,16960324,3704313,1645680.4582388492,1548022,696229,3899672,2472723,0,3895107,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,gelang,Gelang mutiara multi dengan desain chevron,,9932122.82471347,23593442.875852536,True,6827.0,1909934,6614570,1211026,472186,0,27358449,0,2249536.1803804985,19207488,0,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor bebek,Yamaha Jupiter MX,Bekas,15615199.251513844,17469363.451402776,True,6195.0,569887,0,1152634,911849,6712151,19766135,0,1029585.3433384636,9928535,2607367,0,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Kendaraan,motor trail,Suzuki DR-150S,Bekas,26543493.215906233,22546863.441927914,True,3299.0,1322872,2248856,1287975,1266788,0,18820886,1526742,1841528.8289200813,19195467,0,0,0,3183792,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Perhiasan,kalung,Kalung mutiara multi dengan desain chevron,,12516471.202179797,12953754.760058174,True,8392.0,753806,5961889,1326638,784428,9480094,8597106,0,525229.4022531707,18021802,0,2640283,0,2754297,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Properti,rumah,Rumah 83 m2 Makassar,Baru,1749139645.0,1302226748.1511104,True,1825.0,1710736,0,982958,1143381,0,32985430,0,2295071.389170025,0,3277229,4214386,3953414,3089510,0,0,Data mencurigakanKaryawan tidak berpotensi melakukan kecurangan
Elektronik,laptop,Lenovo ThinkPad X1 Carbon Gen 10,Bekas,20162273.510762073,24756422.295662515,True,7762.0,420469,0,993876,539758,0,13701544,0,1159723.409392099,0,1120328,2204653,0,0,0,0,Data tidak mencurigakanKaryawan tidak berpotensi melakukan kecurangan
