debtor_name,CreditScore,Gender,debtor_age,Tenure,arrear_amount,loan_amount,Efficient_HumanResources,debtor_occupation
4319,850,1,31,6,2,50129.87,1,0
4385,696,0,51,5,2,55022.43,0,2
5991,660,0,33,1,2,117834.91,0,1
1651,682,1,48,1,1,168840.23,0,4
1865,744,0,43,10,1,24234.11,0,0
5451,785,0,36,4,1,190627.01,0,3
6881,752,1,48,5,1,156618.38,1,3
3919,706,0,29,5,1,42334.38,0,3
3013,583,0,27,1,1,110784.42,0,2
5315,660,0,39,5,1,173683.0,1,3
5574,819,0,39,9,1,27046.46,1,4
1384,673,0,34,8,1,20598.59,1,2
6087,752,0,30,3,2,104991.28,0,0
6972,578,1,38,7,1,8996.97,0,3
1553,438,0,36,4,2,64420.5,0,0
5893,652,1,38,6,2,145700.22,0,1
5644,629,0,49,4,2,196335.48,0,0
676,720,1,52,7,1,14781.12,0,4
1277,668,1,42,3,1,108139.23,0,3
3202,459,1,48,4,1,19287.06,1,0
5102,729,1,31,8,2,9567.39,0,0
3998,498,1,25,8,1,132210.49,0,4
4885,549,1,25,6,1,21600.11,0,1
6866,601,0,54,1,2,199661.5,0,4
3920,544,1,64,9,1,124341.49,0,4
4871,751,0,30,6,2,15766.1,0,3
6883,632,0,41,3,1,33642.21,0,4
1443,694,1,57,8,1,117704.65,0,1
6078,678,1,31,2,2,58803.28,0,3
2819,695,1,46,4,2,137537.22,0,4
3604,661,0,41,1,2,131300.68,0,1
6974,661,1,33,9,2,84174.81,0,1
2981,559,0,31,3,1,160941.78,0,2
4084,503,1,29,3,2,143954.99,0,4
5026,695,1,46,3,1,56297.85,0,2
2511,640,0,42,5,1,8404.73,0,3
6927,624,0,48,3,2,30020.09,0,4
5299,667,1,42,9,2,58137.42,0,4
5719,642,1,26,0,1,47472.68,0,1
1397,640,0,32,6,2,19131.71,0,4
3427,529,1,35,5,2,187288.5,0,2
5987,563,0,39,5,2,17603.81,0,3
438,593,0,38,4,2,67020.03,0,4
3431,739,1,45,7,1,147802.94,1,3
503,788,0,70,1,2,41610.62,0,3
786,684,0,38,3,2,44255.65,0,2
732,482,1,55,5,1,78416.14,0,1
6268,591,1,58,5,1,137254.55,0,3
944,651,0,41,4,1,151303.48,0,1
193,749,0,40,8,2,86333.63,0,0
5523,583,1,24,9,1,89801.9,0,3
4960,661,1,42,2,1,29358.57,1,0
2928,715,0,31,2,2,181600.72,0,0
429,769,0,45,5,1,124118.71,1,0
1233,625,0,51,7,1,38867.46,1,1
2192,641,0,36,5,1,31106.67,0,3
1299,716,1,27,1,2,67611.36,0,2
6241,767,1,43,1,2,77837.63,0,1
2736,745,1,36,8,1,6078.46,0,3
649,589,1,34,6,2,177896.92,0,1
2815,796,0,45,2,1,123882.73,0,4
2543,664,1,57,6,2,15304.08,0,4
1745,445,1,62,1,1,76569.64,1,3
31,543,0,57,1,2,120657.32,1,3
49,746,1,36,2,2,16436.56,0,3
4232,742,1,33,0,1,107667.91,0,1
1106,750,0,32,5,2,95611.47,0,2
3181,669,1,30,7,1,19799.26,0,2
4426,594,0,49,2,2,123214.74,0,3
6958,574,1,36,1,2,71709.12,0,1
3293,659,1,36,2,2,149066.14,0,3
5865,750,1,40,5,3,20451.99,1,4
365,626,1,35,4,1,32825.5,0,1
3193,620,1,42,4,2,6232.31,0,3
3234,580,0,35,8,2,10357.03,0,4
2377,686,0,34,3,2,147794.63,0,4
1795,540,1,48,0,1,116973.48,0,1
6177,634,1,35,6,1,129964.94,0,1
3903,632,1,38,1,1,92816.86,0,4
2965,501,0,41,3,1,172114.67,0,4
6193,650,0,25,3,3,16649.31,1,2
5010,786,1,34,9,2,144517.19,0,2
435,554,0,37,4,1,182038.6,0,4
3006,701,0,42,5,2,24210.56,0,3
6646,474,1,45,10,2,172175.9,0,0
2495,621,0,43,5,1,47578.45,0,3
6014,672,0,56,2,2,150694.42,1,0
6504,459,0,42,6,2,177683.02,1,2
1276,669,1,23,1,2,66088.83,0,0
6219,776,0,38,2,1,169291.7,0,1
1125,694,1,36,3,1,117140.41,0,0
1860,787,0,42,10,2,79510.37,0,3
5855,580,1,37,9,2,77108.66,0,3
5761,711,0,25,7,3,9679.28,0,4
3435,673,0,40,5,1,81753.92,0,4
2887,499,0,57,1,1,131372.38,1,1
1802,591,1,24,6,1,25310.82,0,3
3220,769,0,25,10,2,187925.75,0,4
2117,657,1,31,3,1,98820.39,0,3
5980,738,1,43,9,2,64166.7,1,2
4837,545,0,60,7,1,176924.21,1,2
4793,497,1,47,6,1,90055.08,0,3
4903,816,1,67,6,1,72814.31,0,0
2410,525,1,36,2,1,168290.06,0,1
3099,725,1,46,6,2,161767.38,0,0
6932,692,0,28,8,2,44420.18,0,4
5086,618,0,24,7,1,37147.61,0,1
764,546,1,24,8,1,125381.02,0,3
6525,635,1,29,7,1,149853.89,0,2
2697,611,0,49,2,3,161435.02,1,1
1649,650,1,60,8,2,102925.76,0,3
4716,606,1,40,5,2,70899.27,0,3
6089,844,1,18,2,1,145936.28,0,2
3832,450,0,46,5,1,54227.06,0,3
6893,727,1,38,2,1,59280.79,0,3
1772,460,1,46,4,2,126952.5,0,3
1646,649,1,41,0,2,130567.02,0,1
210,758,0,47,9,1,73294.48,0,4
3332,490,0,35,7,1,3937.37,0,4
6729,815,1,37,2,2,2383.59,0,0
37,838,0,39,5,2,14279.44,0,3
6382,803,1,31,9,2,141300.53,0,0
391,664,0,36,2,2,78140.75,0,3
6295,736,0,28,2,2,117431.1,0,4
5164,633,0,37,9,1,72008.61,0,0
5449,664,1,58,5,1,60887.58,0,3
5916,600,0,43,5,1,194764.83,0,2
5130,693,0,35,5,1,88705.14,1,1
2113,663,0,36,6,1,35817.97,1,2
2836,742,0,21,1,1,31520.4,0,0
1747,710,1,43,2,3,157908.19,1,1
3065,710,0,27,2,1,142200.15,0,2
1631,700,0,82,2,2,182055.36,0,4
6387,720,1,60,9,2,157552.08,1,0
2841,684,1,41,2,2,120284.67,0,3
1668,531,0,63,1,1,24506.95,1,1
5861,742,0,36,2,2,47271.61,1,1
5157,717,1,31,4,1,41176.6,0,3
6360,589,1,32,2,2,9468.64,0,2
2818,767,1,36,3,1,123880.19,0,0
1202,636,1,49,6,2,158887.09,1,0
6690,648,1,33,7,1,117036.38,0,4
1513,622,0,58,7,1,120415.61,1,0
4734,692,1,28,9,1,16064.25,1,0
2130,754,1,28,8,2,52615.62,0,1
5206,679,0,35,8,1,121210.09,0,1
2956,639,1,27,8,2,192247.35,0,0
2848,774,0,28,1,2,68759.57,0,3
5972,517,1,41,2,2,75937.47,0,0
1804,571,0,35,8,2,84569.13,0,1
1378,747,1,58,7,1,190696.35,1,2
4848,792,1,36,5,1,67468.67,0,1
799,688,1,26,1,2,104435.94,0,1
6635,714,1,42,2,1,47166.55,0,0
5139,562,0,35,0,2,119899.52,0,0
1748,704,1,48,8,1,173498.45,0,1
6757,698,1,36,2,2,93249.26,0,3
5862,611,1,49,3,2,142917.54,0,1
2547,850,0,48,6,1,111755.8,0,1
5975,743,0,34,1,1,108543.21,0,3
1184,654,1,29,1,1,180345.44,0,0
6356,761,1,36,8,2,99444.02,0,1
266,702,0,46,9,1,109563.28,0,1
6554,488,1,32,3,1,92568.07,0,0
6959,683,0,35,6,2,37976.36,0,4
5461,601,0,42,9,1,103315.74,0,0
5619,605,1,52,7,2,173952.5,0,4
6017,671,0,44,0,2,34673.98,0,0
1191,614,0,31,7,2,46163.44,0,2
2951,511,0,29,9,2,140676.98,0,4
1991,850,1,39,4,2,151738.54,0,4
1454,790,0,46,9,1,14679.81,1,4
1091,793,0,33,0,1,175544.02,0,4
76,628,1,69,5,2,181964.6,0,0
2808,598,1,53,10,1,136886.86,0,4
6914,657,0,37,6,1,122218.23,0,0
6911,618,0,35,10,2,180439.75,0,4
1194,681,1,65,7,2,190419.81,0,2
4453,516,0,33,3,2,58685.59,0,4
1873,421,1,28,8,3,89017.38,1,3
3635,700,0,26,2,2,50051.42,0,0
2048,745,1,25,5,2,146041.45,0,1
3943,696,1,29,8,2,191166.09,0,0
1212,580,0,42,2,1,103516.08,1,1
4384,497,1,27,9,1,164825.04,0,3
3094,720,0,43,6,2,172557.77,0,2
6906,659,1,36,4,2,84320.94,0,0
3407,841,0,36,5,1,122662.98,0,2
2733,642,1,34,8,1,72085.1,0,4
2488,732,0,69,9,1,110932.24,1,2
2805,600,1,36,4,2,143635.36,0,2
4818,464,1,33,8,2,3710.34,0,0
5566,680,0,47,5,2,179843.33,0,3
5614,758,1,56,1,2,10643.38,0,3
756,630,0,31,2,2,131167.98,0,4
4835,577,0,39,10,2,10553.31,0,4
1302,684,0,34,6,2,130928.22,0,0
5555,708,0,41,5,1,157003.99,0,0
6953,732,0,29,1,1,138527.56,0,3
1764,634,1,37,3,2,167032.49,0,0
5967,633,0,30,6,2,41642.29,0,2
123,559,1,34,2,2,9677.0,0,1
5481,694,0,37,3,2,147012.22,0,3
6344,686,0,56,5,1,80553.87,0,3
5127,553,0,48,3,1,30730.95,1,0
1602,507,1,36,4,1,140134.43,0,1
1761,732,1,50,6,1,91936.1,1,3
1338,818,0,31,1,1,178252.63,0,2
1489,660,1,35,8,1,198674.08,0,1
3446,773,0,41,5,1,28266.9,1,3
2912,640,1,44,3,1,92381.01,0,4
3949,505,1,49,7,1,135180.11,0,1
1626,714,1,21,6,2,27330.59,0,2
1119,468,0,42,5,2,125305.34,0,2
2478,611,1,51,1,1,149648.45,0,1
1146,705,1,25,0,1,59887.15,0,3
4961,646,1,46,1,2,45041.32,0,3
2035,667,0,48,1,2,113316.77,1,2
1569,511,0,41,8,1,39087.42,0,1
5829,653,0,43,6,2,7330.59,0,4
2133,675,0,57,8,2,95463.29,0,0
3155,523,1,32,4,2,167848.02,0,2
6242,567,0,49,5,1,93953.84,1,2
314,741,1,39,7,2,174227.66,0,4
6628,456,1,32,9,1,135399.21,0,4
3717,598,1,64,1,2,195635.3,1,3
5307,667,1,43,8,1,97508.04,1,3
6059,548,0,32,2,1,188083.77,1,3
3759,725,1,41,7,1,116704.25,0,3
6918,717,1,53,6,2,97614.87,0,1
6283,594,1,38,4,2,186884.04,0,0
402,678,0,25,10,2,131501.72,0,3
942,545,1,38,1,2,24302.95,0,4
1948,636,0,48,1,1,110510.28,1,1
5090,603,1,44,6,2,108488.33,1,4
2899,435,1,36,4,1,197015.2,0,2
3421,535,0,40,8,1,27689.77,0,0
1812,629,0,45,7,3,9217.55,1,4
243,722,0,35,2,2,15068.18,0,1
6917,561,1,28,7,2,7797.01,0,1
2246,645,0,38,5,2,4400.32,0,3
1673,501,0,39,9,1,182025.95,0,2
1771,502,0,32,1,1,122763.95,0,1
2354,652,0,42,4,2,38152.01,0,2
4262,574,0,33,3,1,63163.99,0,3
2931,518,0,45,9,2,73418.29,0,1
1418,749,0,60,6,1,17978.68,1,4
3669,679,0,43,4,3,115136.51,1,0
5224,565,1,36,6,1,149575.59,0,1
4261,643,0,45,4,1,60917.24,1,1
22,515,1,65,7,1,142548.33,0,2
5059,521,1,25,7,2,157878.67,0,4
2799,739,1,38,0,1,12796.43,0,2
2885,585,1,42,2,2,18657.77,0,1
5018,733,1,74,3,1,134589.58,0,4
168,542,0,43,8,1,10350.74,0,1
2395,788,1,37,8,1,66013.27,0,1
5172,435,1,32,2,2,5907.11,0,0
4427,577,1,42,9,1,74077.91,0,3
1923,703,0,51,3,3,77294.56,1,3
6615,728,0,35,8,2,54359.02,1,2
5955,728,1,32,5,1,156124.93,0,0
4094,718,1,35,8,2,94820.85,0,0
4539,621,0,40,6,1,155155.25,0,4
3213,523,0,40,2,1,128702.1,1,2
5645,657,1,25,2,1,22745.5,0,3
5052,727,1,40,1,2,71865.31,1,1
206,643,1,36,7,2,84294.82,0,1
2940,645,0,48,7,1,149139.13,0,4
1230,568,1,28,5,2,185489.11,0,0
5636,599,1,58,4,1,176407.15,1,1
5114,672,0,45,9,1,92027.69,1,3
1044,685,1,33,6,1,43932.54,0,1
6222,516,0,46,1,1,115789.25,1,2
5606,685,1,31,10,1,125777.28,0,3
2182,806,1,25,7,2,18461.9,0,2
4265,604,1,36,6,2,79633.38,0,0
1092,648,0,53,6,1,121542.29,0,3
2867,545,0,32,4,1,94739.2,0,4
3254,756,1,27,1,1,93302.29,0,4
3022,569,1,35,10,1,193793.78,0,1
5292,596,1,47,6,1,74835.65,0,2
1578,475,1,39,6,1,56999.9,1,0
1986,646,0,45,3,1,57236.44,0,0
2295,784,1,35,3,2,81483.64,0,0
3395,552,1,45,9,2,26752.56,0,4
6963,729,1,44,5,2,9200.54,0,4
6401,609,1,61,1,1,22447.85,1,4
4237,555,1,51,5,3,189122.89,1,4
4907,572,0,19,1,1,16161.82,0,0
1411,785,0,34,9,1,68600.36,0,1
6948,714,0,36,1,2,447.73,0,0
1741,738,1,35,3,1,15650.73,0,2
4780,639,1,38,5,1,149599.62,0,2
5347,520,1,61,8,2,90304.01,0,0
4217,764,0,24,7,1,115676.38,0,1
1550,661,1,39,6,1,38812.67,0,0
4897,564,1,41,9,2,34338.21,0,2
2544,708,0,42,8,2,823.36,0,4
788,512,1,36,1,1,135482.26,1,2
218,592,1,37,9,3,10656.89,0,1
5426,619,0,38,3,2,116467.35,0,2
3188,775,1,52,8,1,96823.32,1,4
3707,850,0,44,5,1,171096.2,0,2
5846,577,0,37,4,1,79881.39,0,2
3466,724,0,37,10,1,157862.82,0,4
1272,710,1,35,1,1,127951.81,0,1
2609,696,0,31,8,2,191074.11,0,1
4875,376,0,46,6,1,157333.69,1,2
1859,675,0,29,8,1,133457.52,0,3
6728,745,1,36,8,1,130789.6,0,3
1528,697,0,25,5,2,128373.88,0,4
4741,599,0,39,4,1,194273.2,1,4
5703,715,0,38,5,1,5684.17,1,3
1652,659,1,67,4,1,131043.2,0,1
4443,684,0,48,3,1,21228.34,1,3
3281,635,0,48,8,2,43250.3,0,4
4981,789,1,33,8,1,4389.4,0,0
3445,571,0,66,9,1,189271.9,0,3
4420,694,1,39,0,1,102284.2,0,1
3911,665,0,42,2,2,156774.94,1,0
3205,706,0,44,4,1,69865.49,0,0
1623,807,0,43,0,2,85523.24,0,2
1917,771,0,67,8,2,51219.8,0,1
1738,531,1,27,8,1,7222.92,0,1
653,629,0,37,6,1,23971.33,0,0
5971,850,0,31,1,1,132173.31,0,3
4798,685,1,35,4,1,113639.64,0,3
6781,642,1,32,7,1,39768.59,0,0
4748,529,1,63,4,3,108732.96,1,3
1415,683,0,43,4,1,117349.19,1,1
5816,663,0,42,5,1,78004.5,0,2
6000,563,0,34,6,1,152417.79,0,0
4204,637,0,34,9,2,26057.08,0,0
6442,544,1,37,3,1,79972.09,0,4
4543,649,1,70,9,2,107125.79,0,3
6230,638,0,48,10,1,47679.14,0,4
3329,723,1,25,3,2,134509.47,0,0
298,635,1,43,5,2,153265.31,0,1
6596,750,0,38,7,2,179883.04,0,0
4787,730,1,34,5,2,138882.98,0,0
3079,750,0,36,8,1,9855.81,0,1
156,586,0,43,8,1,67046.83,1,2
2296,520,0,38,4,2,56388.63,0,2
5309,652,0,48,8,1,77764.37,0,3
2829,550,0,46,7,2,130590.35,0,0
3627,594,1,27,0,1,151912.49,0,3
2811,749,0,44,0,2,151083.8,0,1
957,668,1,32,7,2,777.37,0,3
6765,614,0,35,6,1,69454.24,1,3
3418,773,1,25,1,2,11723.57,0,0
3048,551,1,31,9,2,91565.25,0,1
5968,566,1,36,1,1,79616.37,0,2
2348,569,1,34,0,1,102299.81,1,1
5034,659,1,31,7,2,104533.51,0,0
3595,722,0,49,3,1,140765.57,1,3
2941,655,1,37,5,2,66214.13,0,0
1520,615,0,35,2,2,139816.1,0,4
3885,752,0,42,3,2,140139.28,0,4
4876,661,0,28,7,1,102297.15,0,2
936,838,1,43,9,2,145765.83,0,4
2994,610,1,29,9,3,83912.24,0,3
830,811,1,44,3,2,78439.73,0,1
147,587,1,62,7,1,6776.92,0,2
6759,811,0,28,4,2,9903.42,0,1
1203,759,0,38,1,1,91561.91,0,1
3379,648,0,42,8,2,4027.02,0,1
5900,788,0,43,10,2,116111.51,0,4
4558,725,1,39,1,2,184023.54,0,3
5472,646,0,42,3,2,67124.48,1,4
6378,601,0,26,7,2,50070.59,0,4
1138,521,1,52,5,3,53793.1,1,4
2127,561,0,33,6,2,45261.47,0,3
2165,564,1,42,7,1,36721.4,0,3
5960,444,1,45,6,1,130009.85,1,4
415,650,1,71,0,1,175380.77,0,2
1375,724,1,40,10,1,127847.25,1,0
1081,719,1,35,3,1,138231.7,0,2
149,548,0,29,4,2,48673.18,0,4
5599,635,1,24,4,2,70668.77,0,0
1614,496,0,43,3,2,199505.53,0,2
6186,676,0,37,5,1,169583.18,1,4
2146,541,1,40,7,2,49063.42,0,1
2043,778,1,41,7,1,63337.19,0,2
4591,850,0,45,5,1,60083.11,1,1
2417,633,1,31,1,1,48606.71,0,2
5037,625,1,49,6,1,165580.93,1,2
5039,485,1,32,6,2,194010.12,0,0
1478,547,0,48,1,2,69263.1,0,3
319,642,1,32,3,2,88698.83,0,3
4419,718,0,25,4,1,63030.97,0,4
2644,582,0,32,4,2,59668.81,0,3
6973,628,1,33,6,2,184230.23,0,3
2042,737,1,35,0,1,64050.19,0,4
4264,828,1,34,9,2,81853.98,0,0
4324,609,1,53,10,1,154642.91,0,2
1373,730,1,39,1,1,145679.6,0,3
1048,631,0,22,3,2,30781.77,0,2
6570,830,1,40,4,2,81622.52,0,4
3187,645,1,29,1,2,196474.35,0,3
783,663,1,46,3,2,176276.1,0,3
5828,678,1,30,0,1,35113.08,0,3
2083,521,1,30,2,1,64299.82,0,1
1291,625,0,24,1,2,180969.55,0,4
6346,523,1,30,1,1,138176.78,0,0
5058,714,0,72,3,1,86733.61,0,4
6755,580,1,67,3,1,7418.92,0,3
759,722,1,30,5,2,166376.54,0,1
2893,630,0,39,7,1,140881.2,1,3
2122,579,1,35,1,2,4460.2,0,0
5092,670,0,38,4,2,110472.12,0,0
6929,588,1,34,6,2,86460.28,0,2
4720,807,0,42,1,1,16500.66,1,4
1627,726,0,48,4,1,114020.06,1,2
4585,812,1,25,5,1,131660.31,0,2
2154,631,1,40,3,1,52449.62,1,4
4381,682,1,30,4,1,161465.31,0,2
6342,625,0,49,2,1,20018.79,0,3
85,607,1,38,3,1,176318.27,0,3
1727,600,0,50,6,1,50488.91,0,4
3398,602,0,22,7,1,30379.6,0,2
3410,545,0,74,3,2,161326.73,0,4
4236,675,1,33,3,2,45348.08,0,4
2725,581,0,47,1,1,180251.68,1,3
6407,640,1,33,8,2,34925.56,0,3
3346,850,1,38,7,1,126555.74,0,1
2746,490,0,48,8,1,187921.3,0,2
3074,710,0,38,4,2,136390.88,0,3
3580,613,1,38,9,1,78566.64,1,4
3499,812,1,34,5,1,166038.27,0,4
2932,723,0,20,4,2,140385.33,0,0
2598,512,1,36,4,2,38629.3,1,4
4607,731,0,52,10,1,24998.75,1,2
6933,650,1,26,4,2,128815.33,0,0
4881,594,1,57,6,1,19376.56,1,4
4364,844,1,40,7,1,31904.31,1,2
3136,686,0,47,5,1,173179.79,1,3
5293,695,1,52,8,1,22485.64,0,4
2950,624,0,23,6,2,196668.51,0,4
1075,503,1,37,6,2,136506.86,0,3
3655,535,0,31,7,2,36278.89,0,1
5091,743,0,32,6,2,163254.39,0,4
6523,702,1,39,8,2,99654.13,0,3
1280,658,1,29,3,1,20207.02,0,4
4269,677,0,41,8,2,4195.84,0,1
1503,664,1,32,10,1,112340.2,0,3
659,766,0,38,7,1,2035.94,0,3
3884,461,0,35,8,1,132295.95,0,1
3676,688,1,36,0,1,177383.68,1,4
4874,678,0,32,5,2,90284.47,0,3
3177,796,1,24,8,2,61349.37,0,1
4250,803,1,42,5,1,196466.83,1,1
3497,712,1,36,2,3,70758.37,1,3
6352,498,0,31,10,2,13892.57,0,2
5137,850,1,22,2,2,9684.52,0,4
1488,628,0,51,3,2,40546.15,0,2
1933,539,0,34,4,1,136603.42,0,1
4280,732,1,36,7,1,133172.48,0,0
6680,715,1,41,4,1,152821.12,1,1
2923,651,1,40,4,2,147715.83,0,0
4757,813,1,34,0,2,43169.15,0,2
5946,692,1,29,4,1,76755.99,1,4
2076,756,0,39,3,3,73406.04,1,2
1051,543,1,36,6,2,176728.28,0,1
3295,790,0,26,4,2,98309.27,0,1
267,494,1,38,7,2,6203.66,0,4
3038,850,0,39,2,1,176791.27,0,4
1655,703,1,29,9,2,50679.48,0,1
4679,432,1,38,7,2,150580.88,0,0
4856,512,0,32,2,2,80120.19,0,3
1493,589,1,28,7,2,151645.96,0,3
2859,514,0,46,3,1,55072.32,0,0
1448,678,0,38,2,2,115068.99,0,3
3075,420,0,34,1,1,149471.13,1,1
6694,679,1,38,7,2,46522.68,0,1
3471,595,1,31,4,2,189995.86,0,2
6020,713,0,52,0,1,46369.57,1,0
4565,833,1,59,1,1,30722.52,1,2
3930,690,0,42,3,2,70810.6,0,1
6713,731,0,21,8,1,106663.46,1,0
3060,608,0,62,8,1,175836.03,1,3
7002,479,1,48,5,1,85646.41,0,1
3523,519,1,42,8,2,101485.72,0,2
3029,731,0,47,1,3,191734.67,1,1
1657,617,1,61,7,1,101839.77,0,4
4549,756,1,29,2,2,4888.91,0,4
5125,848,1,31,4,2,193132.98,0,0
2772,809,0,24,4,2,193518.76,0,4
2190,698,1,56,1,2,93982.02,1,2
242,779,1,33,1,1,197000.92,1,4
4824,606,1,35,7,1,106837.06,1,4
3076,612,0,58,1,1,115161.28,0,0
2054,663,0,33,8,1,196260.3,0,3
5701,549,0,45,3,2,96404.38,0,0
6205,675,0,32,2,1,97658.66,0,1
5200,669,0,35,7,1,49108.23,1,2
6653,571,0,34,1,1,195651.66,0,1
2221,500,1,37,9,1,111698.0,0,4
5328,628,1,37,0,2,171707.93,0,3
2066,559,1,34,4,2,66721.98,0,3
5795,769,0,27,2,1,57876.05,0,0
3390,733,1,31,6,2,177994.81,0,0
5400,750,1,22,5,2,105125.65,0,3
5598,583,0,42,4,2,17439.66,0,1
498,468,1,42,9,2,172668.39,0,3
4840,727,0,57,1,1,753.37,0,3
3271,618,0,37,5,1,98686.4,1,4
2877,617,1,40,5,2,107047.92,0,3
6590,793,1,41,9,2,152153.74,0,3
5730,630,1,43,9,2,34338.04,0,0
1458,765,1,43,4,1,173878.87,1,4
3888,546,1,28,8,1,159254.29,0,0
2055,614,0,30,3,2,54776.64,0,0
2942,593,0,29,5,3,134594.99,0,1
5189,613,1,34,3,1,41724.72,0,3
2299,655,1,38,4,2,110527.71,0,2
4951,700,0,27,6,1,8996.79,0,3
4216,826,0,29,4,1,190200.53,0,1
1424,652,1,45,2,1,115333.43,0,3
232,755,0,45,7,1,143619.52,1,0
5229,538,1,39,2,2,58467.08,0,0
4273,729,1,34,3,1,12128.69,0,3
5957,615,1,49,3,2,49872.33,0,4
6021,700,1,54,1,1,139735.54,0,0
3568,434,0,58,9,2,60891.8,1,0
3893,729,1,37,10,2,100862.54,0,4
2061,513,1,35,8,1,76640.29,1,3
55,755,1,41,6,1,126013.58,1,4
2551,615,0,30,9,1,87347.82,0,1
3922,747,0,32,5,2,77370.37,0,2
6307,850,0,36,0,1,62722.44,0,3
4836,712,0,49,5,2,196257.68,0,1
5776,622,0,28,1,2,81723.8,0,1
5067,548,0,35,10,1,31299.71,0,0
3833,607,0,27,2,2,63495.86,0,0
381,653,0,38,8,1,166520.96,0,3
3653,699,1,26,6,1,150242.44,0,0
5117,693,1,40,0,1,27345.18,1,3
2183,647,0,43,3,2,87000.39,0,1
5095,478,0,36,3,2,44912.7,0,0
4779,705,0,40,5,1,179978.68,1,2
2739,719,1,39,5,2,145759.7,0,2
3599,726,1,34,9,2,14121.61,0,1
2595,626,1,21,1,2,66232.23,0,4
6530,552,1,49,4,1,190296.76,1,3
3827,807,0,31,1,2,172782.69,0,1
268,621,1,34,6,2,99128.13,0,2
5904,651,0,24,7,1,178341.33,0,1
3071,673,0,43,5,1,146992.24,1,3
3985,652,1,36,1,2,151314.98,0,4
4939,584,1,47,7,1,92915.84,0,3
5528,756,1,37,3,1,58974.0,0,1
5055,670,0,35,3,2,174627.06,0,2
6648,765,0,50,9,1,79579.94,1,3
6031,528,1,30,2,2,50771.16,0,0
5814,701,1,40,5,1,153537.55,1,0
5009,797,0,29,1,2,132975.39,0,1
500,639,1,27,3,1,85208.93,0,2
6271,785,0,61,4,2,170214.82,1,3
6088,363,0,28,6,3,100615.14,1,4
3560,764,0,24,7,2,186105.99,0,0
1275,676,0,43,2,1,55119.53,0,0
3144,718,1,28,4,1,28760.99,0,1
4644,590,0,34,6,2,171021.44,0,4
6711,584,1,38,9,1,176678.72,0,3
6517,645,1,41,7,1,28667.56,0,1
2936,772,1,30,6,2,197238.03,0,0
6675,399,1,46,2,1,139994.68,1,3
657,529,1,22,5,1,151169.83,0,3
941,463,1,35,2,1,118113.64,0,2
2980,630,0,40,7,2,34453.17,0,0
4919,780,1,76,10,1,64872.33,0,1
1328,584,1,32,5,2,10956.82,0,3
4992,752,1,30,4,1,36885.85,0,1
2727,697,0,47,6,1,168053.4,0,3
3054,850,0,32,7,2,155227.0,0,1
2308,711,1,51,7,3,38409.79,1,4
492,452,0,32,5,2,75279.39,0,2
5919,610,1,42,6,2,158302.59,1,2
290,694,0,22,4,2,11525.72,0,3
3322,579,1,33,6,1,94993.04,1,3
6998,745,0,54,8,1,173912.29,1,1
2541,572,1,33,5,1,41139.05,0,0
6827,505,1,29,3,2,58019.95,0,4
269,706,0,23,5,1,164128.41,1,1
5156,693,1,44,5,2,46998.13,1,2
5750,725,0,33,7,2,177279.41,0,2
1060,791,1,37,2,2,75832.53,0,4
1129,536,1,46,1,1,61094.53,0,1
1884,699,1,47,1,2,30117.44,0,1
3059,500,0,47,8,1,179227.12,0,4
6340,707,0,53,6,1,52110.45,0,4
1507,531,0,42,6,2,75248.75,0,0
669,557,0,28,7,2,184317.74,0,0
3146,659,0,38,3,2,158553.1,0,4
6439,575,0,31,6,2,95686.42,0,3
443,775,1,36,2,2,71682.54,0,1
3812,772,1,30,4,1,1790.48,0,3
5796,587,1,46,9,1,139431.0,1,2
1436,667,0,39,4,2,118358.54,0,3
3883,771,0,66,7,1,130827.88,0,1
2138,523,1,63,6,1,119404.63,0,1
234,662,1,33,0,1,162703.0,0,1
2771,717,1,42,5,2,172665.21,0,4
424,746,1,24,3,2,170142.09,0,1
6957,569,1,28,7,2,73977.23,0,4
4941,579,1,36,9,1,60906.12,0,1
5174,519,0,21,1,2,194867.27,0,4
6196,696,1,30,4,1,193716.56,0,1
5913,693,1,25,6,1,14633.35,0,4
1087,587,0,38,0,2,31730.32,0,1
6280,626,0,44,10,1,20063.63,1,4
3374,666,0,66,7,2,99792.82,0,3
2186,512,1,24,6,2,37654.31,0,0
6484,689,0,28,3,2,192449.02,0,3
3359,803,0,26,4,2,181208.47,0,3
1904,548,1,32,5,1,155165.61,0,2
787,588,0,40,10,1,121504.18,1,4
3825,693,1,68,4,1,61569.07,0,0
1776,499,0,55,4,2,123269.71,0,4
6080,628,0,46,1,4,31272.14,1,3
2583,624,1,46,3,2,62825.03,0,1
1413,733,1,42,9,1,184056.45,0,1
1875,628,0,38,3,2,48924.73,0,0
6058,633,0,33,3,2,191111.02,0,4
2935,559,0,36,1,2,54184.06,0,0
818,704,1,27,5,1,64381.33,1,3
411,744,1,38,6,2,78770.86,0,3
2769,665,0,40,1,1,116766.79,0,0
2875,638,0,42,7,1,32916.29,0,1
6967,837,1,31,9,1,50972.6,0,0
331,534,0,55,8,3,122066.5,1,1
2402,548,0,36,3,1,65996.9,0,4
2058,837,1,38,2,1,79577.38,0,0
3010,658,0,44,6,1,130529.13,0,3
1877,554,0,38,4,2,172629.67,0,4
